name,rating,region_africa_arabia,region_caribbean,region_central_america,region_hawaii,region_asia_pacific,region_south_america,agtron,aroma,acid,body,flavor,aftertaste,desc_1,roast_Dark,roast_Light,roast_Medium,roast_Medium-Dark,roast_Medium-Light,cluster
Private Reserve Rwanda Huye,90,1,0,0,0,0,0,0.75,9.0,8.0,8.0,8.0,7.0,"Sweetly nut- and cocoa-toned. Baking chocolate, almond, raisin, lily, fresh-cut fir in aroma and cup. Sweet-toned structure with brisk acidity; velvety mouthfeel. Wood-framed finish with notes of fir and baking chocolate.",0,0,0,0,1,6
Ethiopia Hambela Hasam,93,1,0,0,0,0,0,0.65,9.0,8.0,9.0,9.0,8.0,"Delicately sweet-savory. Lemon verbena, pink peppercorn, dried papaya, honeysuckle, baker’s chocolate in aroma and cup. The structure nicely balances sweet and savory; satiny-smooth mouthfeel. The herb-toned finish leads with notes of lemon verbena and papaya with baker’s chocolate as a throughline.",0,0,0,0,1,6
Ethiopia Guji Natural Dasaya,94,1,0,0,0,0,0,0.7215189873417721,9.0,9.0,9.0,9.0,8.0,"Elegantly fruit-toned, chocolaty. Dark chocolate, dried fig, oak, narcissus-like flowers, molasses in aroma and cup. Crisply sweet structure with balanced, vibrant acidity; full, syrupy mouthfeel. The finish consolidates to notes of dried fig and molasses supported by a rich dark chocolate.",0,0,0,0,1,6
Colombia Cafe Granja La Esperanza Sidra Natural,95,0,0,0,0,0,1,0.725,9.0,9.0,9.0,9.0,9.0,"Fruit-centered, chocolaty, balanced. Lychee, cocoa nib, lavender, nutmeg, sandalwood in aroma and cup. Sweetly savory with juicy acidity; round, viscous mouthfeel. Long, lingering, flavor-saturated finish with pretty notes of lychee and cocoa nib supported by lavender.",0,0,0,0,1,6
Congo Kivu,92,1,0,0,0,0,0,0.8333333333333334,9.0,8.0,8.0,9.0,8.0,"Deeply rich, sweetly tart. Baker’s chocolate, grapefruit zest, molasses, tea rose, marjoram in aroma and cup. Balanced, sweet-savory in structure; plump, velvety mouthfeel. The finish is crisp and dry, but also richly sweet, with notes of chocolate and spice-toned florals.",0,0,0,1,0,6
Guatemala Cobán Chicoj Cooperative Red Honey Fair Trade,94,0,0,1,0,0,0,0.7435897435897436,9.0,9.0,9.0,9.0,8.0,"Vibrant, juicy, cocoa-toned. Apricot, cocoa nib, honeysuckle, hazelnut butter, cedar in aroma and cup. Brightly sweet with lively acidity; plush, syrupy-smooth mouthfeel. The resonant finish consolidates around cocoa nib and a hint of apricot.",0,0,0,0,1,6
Ethiopia Sidama Bensa Farmer Tamiru 74158 Natural,96,1,0,0,0,0,0,0.7804878048780488,9.0,9.0,9.0,10.0,9.0,"Passion fruit, dark chocolate, frankincense, wisteria, sandalwood in aroma and cup. Richly sweet-tart structure with high-toned, juicy acidity; plush, syrupy mouthfeel. Lasting, flavor-saturated finish with nuanced layers of fruit and florals into the long.",0,1,0,0,0,6
Ethiopia Super Wush,95,1,0,0,0,0,0,0.775,9.0,9.0,9.0,9.0,9.0,"Sweetly high-toned, fruit-forward, richly aromatic. Tangerine, Jolly Rancher, dark chocolate, wild honey, narcissus in aroma and cup. Sweet-tart structure with juicy, vibrant acidity; viscous, syrupy mouthfeel. The very long finish leads with notes of dark chocolate and Jolly Rancher in the short, rounding to narcissus and honey in the long.",0,1,0,0,0,6
La Providencia Guatemala Maragogype,94,0,0,1,0,0,0,0.717948717948718,9.0,8.0,9.0,9.0,9.0,"Complexly layered with sweet-savory depth. Wisteria, hop flowers, candied grapefruit zest, black cherry, pistachio butter in aroma and cup. Sweetly savory structure with gentle, rounded acidity; viscous, syrupy mouthfeel. The flavor-saturated finish is a mirror of the cup, carrying through on the coffee's savory-sweet resonance.",0,0,0,0,1,6
Kona Uluwehi SL34,94,0,0,0,1,0,0,0.75,9.0,9.0,9.0,9.0,8.0,"Bright and tropical; deeply sweet. Lychee, amber, ginger blossom, almond butter, a hint of coconut in aroma and cup. Sweet-tart structure with crisp, citrusy acidity; full, syrupy mouthfeel. The finish consolidates to notes of ginger blossom and coconut.",0,0,0,0,1,6
Ethiopia Getu Kurume Natural,95,1,0,0,0,0,0,0.7441860465116279,9.0,9.0,9.0,9.0,9.0,"Elegant, delicate, sweetly tart. Bergamot, dried apricot, cocoa nib, sage, star jasmine in aroma and cup. Delicately sweet, balanced structure with high-toned acidity; very smooth, satiny mouthfeel. Resonant, long, flavor-laden finish.",0,1,0,0,0,6
Acatenango Santa Felisa Wild Yeast Natural Sudan Rume Full Moon Lot 4,94,0,0,1,0,0,0,0.7894736842105263,9.0,9.0,9.0,9.0,8.0,"Crisply high-toned, richly sweet-savory. Dark chocolate, goji berry, lemon verbena, honeysuckle, hazelnut brittle in aroma and cup. Sweet-savory structure with lively, balanced acidity; plush, syrupy mouthfeel. The finish consolidates to dark chocolate and honeysuckle.",0,0,0,0,1,6
Guji Ethiopia Washed,94,1,0,0,0,0,0,0.7380952380952381,9.0,9.0,9.0,9.0,8.0,"Subtly complex, deeply sweet. Star jasmine, cocoa nib, mango, frankincense, spearmint in aroma and cup. Bright, juicy acidity; viscous, syrupy mouthfeel. The balanced finish leads with notes of star jasmine and mango, followed by cocoa suggestions.",0,1,0,0,0,6
Finca Huixoc Maracaturra,90,0,0,1,0,0,0,0.7945205479452054,8.0,8.0,8.0,8.0,8.0,"Richly bittersweet, complex. Dark chocolate, sassafras, honey, pear, cashew in aroma and cup. Bittersweet structure with pert acidity; satiny-smooth mouthfeel.",0,0,0,0,1,6
Ethiopia Guji Hambela Buku Abel Slow Dry Natural 2400m,94,1,0,0,0,0,0,0.7804878048780488,9.0,9.0,9.0,9.0,8.0," Deeply sweet, rich-toned, juicy. Dried apricot, dark chocolate, cashew, pink grapefruit zest, magnolia in aroma and cup. Sweet-tart structure with balanced acidity; full, syrupy mouthfeel. The fruit-forward finish is balanced by notes of cashew and dark chocolate.",0,1,0,0,0,6
Kona Extra Fancy,95,0,0,0,1,1,0,0.7837837837837838,9.0,9.0,9.0,9.0,9.0,"Richly chocolaty, balanced, deep-toned. Dark chocolate, persimmon, roasted almond butter, magnolia, oak forest in aroma and cup. Sweet in structure with vibrant, apple-like malic acidity; plush, viscous mouthfeel. Integrated, flavor-saturated, very long finish.",0,0,0,0,1,6
Gura Kenya,93,1,0,0,0,0,0,0.7532467532467533,9.0,8.0,9.0,9.0,8.0,"Citrusy, floral-toned. Bergamot, rhododendron, cashew butter, cocoa nib, maple syrup in aroma and cup. Sweetly tart with pert acidity; very full, syrupy-smooth mouthfeel. The finish centers around notes of cashew butter and maple syrup with a hint of bergamot.",0,0,0,0,1,6
Honey Honduras Comsa,93,0,0,1,0,0,0,0.7428571428571429,9.0,8.0,9.0,9.0,8.0,"Gently fruit-forward. Dried apricot, almond brittle, vanilla, freesia-like flowers, fresh-cut fir in aroma and cup. Sweet-toned with brisk acidity; viscous, satiny mouthfeel. The finish consolidates to vanilla, almond brittle and fresh-cut fir.",0,0,0,0,1,6
Kenya Baragwi Thimu Peaberry,94,1,0,0,0,0,0,0.7027027027027027,9.0,9.0,9.0,9.0,8.0,"Spiced toned, richly sweet. Red currant, almond nougat, pipe tobacco, narcissus-like flowers, hickory wood in aroma and cup. In structure, sweet, tart and savory in balance, with juicy acidity; full, velvety-smooth mouthfeel. The finish is crisp, resonant and flavor-saturated. ",0,0,0,0,1,6
Ethiopia Yirgacheffe Washed Banko Gotiti 3,94,1,0,0,0,0,0,0.725,9.0,9.0,9.0,9.0,8.0,"Intricately layered, deeply sweet. Wisteria, cocoa nib, nectarine, amber, cashew in aroma and cup. Bright, juicy acidity; plush, syrupy mouthfeel. The resonant, flavor-saturated finish leads with notes of wisteria and nectarine, balanced by suggestions of crisp cocoa.",0,0,0,0,1,6
Ethiopia Nano Genji #5,93,1,0,0,0,0,0,0.7692307692307693,9.0,9.0,8.0,9.0,8.0,"Richly floral-toned, deeply sweet. Narcissus, Meyer lemon zest, cocoa nib, marjoram, maple syrup in aroma and cup. Sweet-toned structure with juicy, bright acidity; syrupy-smooth mouthfeel. Balanced floral, citrusy finish.",0,0,0,0,1,6
Kenya Kainamui,93,1,0,0,0,0,0,0.625,9.0,9.0,8.0,9.0,8.0,"Vibrant, high-toned, deeply sweet. Candied violet, pomegranate, sandalwood, honey, almond in aroma and cup. Richly sweet structure with bright, citrusy acidity; satiny mouthfeel. Sweetly tart in the short finish and redolent of honey and pomegranate in the long.",0,0,0,0,1,6
Ethiopia Yirgacheffe Aramo,93,1,0,0,0,0,0,0.7435897435897436,9.0,9.0,8.0,9.0,8.0,"Bright with spice-toned florals. Star jasmine, cocoa nib, grapefruit zest, agave syrup, cedar in aroma and cup. Sweet-tart structure with bright, juicy acidity; full,",0,0,0,0,1,6
Kenya Nyeri Ndaroini AA Washed,93,1,0,0,0,0,0,0.8108108108108109,9.0,8.0,9.0,9.0,8.0,"Sweetly spice-toned. Red currant, tea rose, pink peppercorn, cocoa powder, cedar in aroma and cup. Sweet structure with bright, juicy acidity; crisp, velvety mouthfeel. The quiet finish consolidates to notes of red currant and pink peppercorn.",0,0,0,0,1,6
Guatemala Finca Las Victorias Anaerobic Natural,93,0,0,1,0,0,0,0.7792207792207793,9.0,8.0,9.0,9.0,8.0,"Sweetly savory, deep-toned. Dark chocolate, red plum, hop flowers, bay leaf, agave syrup in aroma and cup. Crisply sweet structure with savory undertones and gentle acidity; full, viscous mouthfeel. Gently dying finish with leading notes of dark chocolate and hop flowers.",0,0,0,0,1,6
Subrosa Ethiopia Kayon Mountain Organic Natural,93,1,0,0,0,0,0,0.7631578947368421,9.0,8.0,9.0,9.0,8.0,"Gently sweet-tart, cocoa-toned. Cocoa nib, orange, narcissus, mango, cedar in aroma and cup. Intricately sweet, bright, with brisk acidity; full, syrupy mouthfeel. The quietly sweet finish consolidates to cocoa-toned mango and cedar.",0,0,0,0,1,6
Costa Rica Gesha Tobosi Natural,93,0,0,1,0,0,0,0.725,9.0,8.0,9.0,9.0,8.0,"Richly fruit- and floral-toned. Raspberry, honeysuckle, praline, marjoram, oak in aroma and cup. Sweet-tart structure with crisp, citrusy acidity; viscous, syrupy mouthfeel. The rich-toned finish consolidates to notes of praline and fresh-cut oak.",0,0,0,0,1,6
Colombia Wush Wush,94,0,0,0,0,0,1,0.875,9.0,9.0,9.0,9.0,8.0,"Elegantly spice-toned, floral. Bergamot, lilac, pink peppercorn, caramel, plum in aroma and cup. Delicately sweet-savory structure with lively, juicy acidity; very syrupy-smooth mouthfeel. Finish consolidates to notes of caramel and plum.",0,0,1,0,0,6
Bekele Heto Natural Ethiopia,95,1,0,0,0,0,0,0.725,9.0,9.0,9.0,9.0,9.0,"Cleanly fruit-toned, juicy, deep. Raspberry coulis, cocoa nib, lavender, hazelnut, fresh-cut oak in aroma and cup. High-toned, sweetly tart structure with juicy-vibrant acidity; plush, syrupy mouthfeel. Rich, inviting, flavor-saturated finish.",0,0,0,0,1,6
Kenya Gachatha,95,1,0,0,0,0,0,0.75,9.0,9.0,9.0,9.0,9.0,"Sweetly spice-toned, chocolaty. Star jasmine, dark chocolate, red currant, macadamia nut, pink grapefruit zest in aroma and cup. Sweetly rich, tart structure with vibrant acidity; plush, syrupy mouthfeel. Notes of star jasmine and black currant carry the lyrically sweet, deep-toned finish.",0,0,0,0,1,6
Guatemala Bella Carmona,93,0,0,1,0,0,0,0.7662337662337663,9.0,9.0,8.0,9.0,8.0,"Chocolaty, floral-toned. Baking chocolate, honeysuckle, date, almond butter, cedar in aroma and cup. Sweet structure with bright acidity; satiny-smooth mouthfeel. Baking chocolate and honeysuckle, supported by cedar, carry the finish.",0,0,0,0,1,6
Sumatra Lintong Triple-Picked Reserve,93,0,0,0,0,1,0,0.7222222222222222,9.0,8.0,9.0,9.0,8.0,"Sweetly and richly earth-toned. Black currant, cocoa powder, fresh humus, malt, magnolia in aroma and cup. Sweet-savory structure with gentle, round acidity; very smooth, satiny mouthfeel. The resonant finish centers on cocoa and sweet earth notes.",0,0,0,0,1,6
El Salvador Finca Kilimanjaro,92,0,0,1,0,0,0,0.7352941176470589,9.0,8.0,8.0,9.0,8.0,"Richly chocolaty, deeply sweet. Dark chocolate, freesia-like flowers, crisp pear, vanilla bean, cedar in aroma and cup. Sweet in structure with gentle acidity; velvety-smooth mouthfeel. Quiet, chocolaty finish with notes of pear and cedar.",0,0,1,0,0,6
Panama Boquete Torre Lot #1 Geisha Honey,94,0,0,1,0,0,0,0.775,9.0,9.0,9.0,9.0,8.0,"Sweetly floral and spice-toned, delicate. Lilac, myrrh, cocoa nib, pink peppercorn, honey in aroma and cup. Balanced, sweetly tart structure with delicately vibrant acidity; very full, syrupy mouthfeel. Cocoa- and floral-toned finish.",0,1,0,0,0,6
Coffea Diversa Bourbon Rey Jamaica,93,0,1,0,0,0,0,0.7464788732394366,9.0,8.0,9.0,9.0,8.0,"Deeply and richly sweet, cocoa-toned. Baker’s chocolate, fig cookie, agave syrup, oak, freesia-like flowers in aroma and cup. Richly sweet structure with brisk acidity; full, creamy mouthfeel. Resonant finish centers around baking chocolate and freesia.",0,0,0,0,1,6
El Salvador Aida Batlle La Florida Natural,95,0,0,1,0,0,0,0.7567567567567568,9.0,9.0,9.0,9.0,9.0,"Richly floral, fruit-toned, balanced. Passion fruit, pink peppercorn, star jasmine, cocoa nib, sandalwood in aroma and cup. Sweetly tart structure with vibrant acidity; syrupy, viscous mouthfeel. The spicy-floral finish leads with notes of star jasmine and cocoa nib.",0,0,0,0,1,6
Vietnam Robusta Carbonic Maceration,92,0,0,0,0,1,0,0.7428571428571429,9.0,8.0,8.0,9.0,8.0,"Crisply fruit-toned, chocolaty. Cocoa powder, black cherry, almond, cedar, orange zest in aroma and cup. Richly bittersweet structure with brisk acidity; full, velvety mouthfeel. Finish consolidates to notes of cocoa powder, orange zest and cedar.",0,0,0,0,1,6
Mexico Mayan Village Women’s Lot,92,0,0,1,0,0,0,0.7941176470588235,8.0,8.0,9.0,9.0,8.0,"Richly cherry-toned, chocolaty. Dark chocolate, black cherry, pistachio, honeysuckle, cedar in aroma and cup. Gently sweet-tart structure with brisk acidity; lively, syrupy mouthfeel. The finish is all chocolate, through and through.",0,0,0,0,1,6
Honduras Finca Don Eusebio,92,0,0,1,0,0,0,0.775,9.0,8.0,8.0,9.0,8.0,"Delicately sweet, floral-toned. Honeysuckle, red grape, cashew, oak, brown sugar in aroma and cup. Sweet structure with gentle acidity; smooth, satiny mouthfeel. The finish consolidates to notes of red grape, cashew, and brown sugar.",0,1,0,0,0,6
Panama Hacienda La Esmeralda Geisha Washed,95,0,0,1,0,0,0,0.7666666666666667,9.0,9.0,9.0,9.0,9.0,"Richly chocolaty, floral-toned. Chocolate fudge, dried black cherry, roasted almond butter, narcissus, marjoram in aroma and cup. Deeply sweet structure with gentle but harmonious acidity; creamy, viscous mouthfeel. Chocolaty and richly floral finish, long and lingering.",0,0,1,0,0,6
Guatemala El Plan Rosma,93,0,0,1,0,0,0,0.7894736842105263,9.0,9.0,8.0,9.0,8.0,"Sweetly savory, vibrant, deep. Meyer lemon zest, dark chocolate, tamarind, sandalwood, aromatic orchid in aroma and cup. Sweet-tart structure with bright, juicy acidity; satiny-smooth mouthfeel. Flavor-saturated-finish leads with notes of tamarind and lemon zest, rounding to deep, dark chocolate notes in the long.",0,0,0,0,1,6
Olvin Valle Honduras,93,0,0,1,0,0,0,0.7435897435897436,9.0,9.0,8.0,9.0,8.0,"Berry-toned, sweetly tart. Raspberry, grapefruit, cashew butter, cedar, freesia-like flowers in aroma and cup. Sweet-tart structure with juicy, bright acidity; satiny-smooth mouthfeel. Berry- and citrus-toned finish with hints of cedar and freesia.",0,0,0,0,1,6
Tarrazu Asocafé Canet,92,0,0,1,0,0,0,0.7894736842105263,9.0,8.0,8.0,9.0,8.0,"Cocoa- and floral-driven. Baking chocolate, plum, fresh-cut fir, lime zest, gardenia in aroma and cup. Sweet in structure with gentle, round acidity; lightly syrupy mouthfeel. The finish consolidates to notes of cocoa-toned plum, lime zest, fir.",0,0,0,0,1,6
Costa Rica Perla Negra,92,0,0,1,0,0,0,0.7647058823529411,9.0,8.0,8.0,9.0,8.0,"Sweet, crisp, fruit-toned. Raspberry, cocoa nib, orange zest, magnolia, fir in aroma and cup. Sweet-toned structure with round acidity; velvety-smooth mouthfeel. The finish consolidates to cocoa-toned raspberry and fir.",0,0,1,0,0,6
Panama La Mula Geisha Washed,95,0,0,1,0,0,0,0.7317073170731707,9.0,9.0,9.0,9.0,9.0,"Elegantly bright, richly sweet. Apricot, bergamot, cocoa nib, sandalwood, star jasmine in aroma and cup. Balanced structure with high-toned acidity; silky, viscous mouthfeel. Long, lingering finish centers around notes of cocoa nib and apricot, with a shimmer of star jasmine.",0,1,0,0,0,6
Ethiopia Yirgacheffe Natural Farm Direct,94,1,0,0,0,0,0,0.7631578947368421,9.0,9.0,9.0,9.0,8.0,"Delicately and richly fruit-toned. Raspberry, dark chocolate, baking spices, tangerine zest, lemon verbena in aroma and cup. Sweet structure with winy acidity; very full, satiny mouthfeel. Chocolaty finish with notes of raspberry and baking spices.",0,0,0,0,1,6
Kibingo Burundi,92,1,0,0,0,0,0,0.7945205479452054,8.0,8.0,9.0,9.0,8.0,"Sweet-savory, richly aromatic. Dried apricot, young goat cheese, dark chocolate, lemon-thyme, sandalwood in aroma and cup. Savory-leaning structure with sweet-tart acidity; syrupy-smooth mouthfeel. Fruit-toned, chocolaty, tangy finish.",0,0,0,0,1,6
Kenya Karatu,94,1,0,0,0,0,0,0.7894736842105263,9.0,9.0,9.0,9.0,8.0,"Richly aromatic, deep-toned, vibrant. Red currant, toffee, hazelnut, freesia, fresh-cut oak in aroma and cup. Juicy-sweet structure with bright acidity; plush, syrupy mouthfeel. The resonant finish consolidates to notes of toffee and hazelnut with a hint of freesia.",0,0,0,0,1,6
Ka’u Classic Dark,94,0,0,0,1,0,0,0.7704918032786885,9.0,9.0,9.0,9.0,8.0,"Crisply chocolaty, floral-toned. Nectarine, brown sugar, wisteria, baking chocolate, fresh-cut oak in aroma and cup. Complex, bittersweet structure with quiet acidity; very full, syrupy-smooth mouthfeel. Baking chocolate and oak notes characterize the long finish, with pretty hints of wisteria underneath.",0,0,1,0,0,6
Panama Hacienda La Esmeralda Porton 5N49 Gesha Natural,95,0,0,1,0,1,0,0.7792207792207793,9.0,9.0,9.0,10.0,8.0,"Juicy, balanced, bright. Bing cherry, wisteria, cocoa nib, blood orange, marjoram in aroma and cup. Sweetly tart with citrusy acidity; plush, syrupy mouthfeel. The crisply sweet finish centers around notes of cherry and cocoa nib.",0,0,0,0,1,6
Odin’s Viking Brew,93,0,0,0,0,1,0,0.7692307692307693,9.0,8.0,9.0,9.0,8.0," Rich-toned, deeply sweet. Dark chocolate, date, singed cedar, Bing cherry, saltwater taffy. Deepy sweet structure with gentle acidity; viscous, smooth mouthfeel. The finish consolidates to dark chocolate and saltwater taffy.",0,0,0,1,0,6
Sumatra Boru Batak,95,0,0,0,0,1,0,0.7215189873417721,9.0,9.0,9.0,10.0,8.0,"Lushly floral-toned, chocolaty. Dark chocolate, wisteria, fine musk, dried lychee, pistachio in aroma and cup. Juicy, sweet-savory structure with floral acidity; big, syrupy mouthfeel with pleasingly tannic texture. Finish consolidates to notes of musky tropical fruit, delicate and perfumy, with crisp pistachio undertones.",0,0,0,0,1,6
Sumatra Takengon Gayo Natural,94,0,0,0,0,1,0,0.775,9.0,9.0,9.0,9.0,8.0,"Gently fruit-toned, complex, multi-layered. Wild strawberry, honey, sandalwood, jasmine, fresh leather in aroma and cup. Sweetly tart structure with balanced, juicy acidity; very full, syrupy mouthfeel. The crisp finish centers on notes of strawberry and sandalwood with honey undertones.",0,1,0,0,0,6
Colombia Los Pinos Robeiro Sarmiento,92,0,0,0,0,0,1,0.7435897435897436,9.0,8.0,8.0,9.0,8.0,"Chocolaty, deep-toned. Baking chocolate, date, cedar, narcissus, almond in aroma and cup. Sweet structure with brisk acidity; velvety mouthfeel. The finish consolidates to notes of baking chocolate and cedar.",0,0,0,0,1,6
El Jardin,94,0,0,0,0,0,1,0.7837837837837838,9.0,9.0,9.0,9.0,8.0,"Big, bright, juicy, balanced. Sticky rice, lychee, hazelnut, cocoa nib, narcissus in aroma and cup. Richly sweet structure with vibrant, tangy acidity; very syrupy mouthfeel. The flavor-laden finish leads with lychee and hazelnut with undertones of cocoa nib.",0,0,0,0,1,6
Democratic Republic of Congo Mighty Peace Mapendo,93,1,0,0,0,0,0,0.7567567567567568,9.0,9.0,8.0,9.0,8.0,"Deep, balanced, richly sweet. Pear, almond butter, marjoram, orange zest, cocoa nib in aroma and cup. Sweet-toned structure with citric acidity; crisp, satiny mouthfeel. Notes of orange zest and marjoram complicate a sweetly nut-toned finish.",0,0,0,0,1,6
Kenya Nyeri Jungle Estate Red Cherry SLD Anaerobic Natural,95,1,0,0,0,0,0,0.7402597402597403,9.0,9.0,9.0,9.0,9.0,"Savory-sweet, deep-toned, juicy. Concord grape, mustard flower, dark chocolate, tangerine zest, cedar in aroma and cup. Savory-leaning structure with cola-like, phosphoric acidity; viscous, satiny mouthfeel. Flavor-saturated finish, long, chocolate-laden, fruity and spice-toned.",0,0,0,0,1,6
Kenya Washed Kabingara AA,94,1,0,0,0,0,0,0.7402597402597403,9.0,9.0,9.0,9.0,8.0,"Nuanced, multi-layered, complex. Red currant, honeysuckle, pomegranate, cocoa nib, cedar in aroma and cup. Sweet-tart structure with bright, vibrant acidity; plush, syrupy-smooth mouthfeel. The flavor-saturated finish consolidates to notes of red currant and cocoa nib, with undertones of cedar.",0,0,0,0,1,6
Ethiopia Limu Lema Edeto,90,1,0,0,0,0,0,0.7631578947368421,8.0,8.0,8.0,8.0,8.0,"Berry-toned, chocolaty. Chocolate fudge, dried raspberry, gardenia, hazelnut, hint of wine barrel in aroma and cup. Sweet in structure with gentle, rounded acidity; velvety-smooth mouthfeel. The finish centers around notes of chocolate and hazelnuts.",0,0,0,0,1,6
Tio Conejo Colombia,94,0,0,0,0,0,1,0.7631578947368421,9.0,9.0,9.0,9.0,8.0,"Nuanced, bright, multi-layered, richly aromatic. Tangerine, lilac, sage, Bing cherry, caramelized walnut in aroma and cup. Sweetly bright structure with vibrant, balanced acidity; lively, satiny-smooth mouthfeel. The resonant finish centers around notes of tangerine and sage.",0,0,0,0,1,6
Ethiopia Bensa Asefa Qonqana,94,1,0,0,0,0,0,0.7441860465116279,9.0,9.0,9.0,9.0,8.0,"Juicy, bright, delicate, balanced. Apricot, dark chocolate, lilac, maple syrup, almond butter in aroma and cup. Crisply sweet-tart with crisp, citrusy acidity; vibrantly silky mouthfeel. Chocolaty, fruit-toned finish with hints of lilac.",0,1,0,0,0,6
Panama Hacienda La Esmeralda Super Mario 6 Geisha,95,1,0,1,0,0,0,0.7183098591549296,9.0,9.0,9.0,9.0,9.0,"Impeccably floral and cocoa-toned with a savory throughline. Chocolate fudge, wisteria, Asian pear, hazelnut butter, white peppercorn in aroma and cup. Richly sweet-savory structure with floral acidity; velvety-smooth, viscous mouthfeel. The finish centers around spice-toned chocolate (think dark chocolate with peppercorns) and wisteria.",0,0,0,0,1,6
Kenya Kiambu Maua Lot AB,94,1,0,0,0,0,0,0.7692307692307693,9.0,9.0,9.0,9.0,8.0,"Sweetly floral and delicately cocoa-toned. Honeysuckle, cocoa nib, Concord grape, agave, lemon-thyme in aroma and cup. High-toned structure with juicy, confident acidity; buoyant, lively, viscous mouthfeel. Honeysuckle and cocoa nib characterize the sweet finish.",0,0,0,0,1,6
Panama Hacienda La Esmeralda Super Mario Geisha Yeast Washed,95,0,0,1,0,0,0,0.7792207792207793,9.0,9.0,9.0,9.0,9.0," Richly aromatic, complex. Star jasmine, cocoa nib, bergamot, apricot, sandalwood in aroma and cup. Delicately bright structure with vibrantly juicy acidity; silky, viscous mouthfeel. Resonant, long flavor-laden finish with notes of star jasmine and cocoa nib supported by apricot undertones.",0,0,0,0,1,6
Canet Musician Series Mozart Raisin Honey,92,0,0,1,0,0,0,0.76,9.0,8.0,9.0,9.0,8.0,"Gently fruit-forward. Raspberry, honey, almond butter, magnolia, grapefruit zest in aroma and cup. Sweet-toned structure with brisk acidity; plush, syrupy mouthfeel. The sweet-toned finish centers around notes of raspberry, magnolia and honey. ",0,0,0,0,1,6
Ethiopia Limu Nano Challa Lot #10,94,1,0,0,0,0,0,0.7297297297297297,9.0,9.0,9.0,9.0,8.0,"Vibrant, floral, richly sweet. Jasmine, white peach, almond, oak, lime zest in aroma and cup. Sweetly tart structure with juicy, bright acidity; plush, syrupy mouthfeel. The finish resonates with notes of white peach and jasmine with undertones of oak.",0,0,0,0,1,6
Barokah Honey Sumatra,95,0,0,0,0,1,0,0.725,9.0,9.0,9.0,9.0,9.0,"Spice-toned, complex, deep. Baking spices, dates, blood orange, cedar, brown sugar in aroma and cup. Sweet structure with bright, lively acidity; crisp, creamy mouthfeel. Long, resonant, lingering, integrated finish.",0,0,0,0,1,6
Kenya Gakundu FCS Kamviu Wet Mill,94,1,0,0,0,0,0,0.717948717948718,9.0,9.0,9.0,9.0,8.0,"Savory-sweet, richly aromatic. Red currant, hop flowers, lime zest, dark chocolate, cedar in aroma and cup. Savory-sweet structure with high-toned, juicy acidity; full, buttery mouthfeel. Cocoa-toned finish with notes of red currant and lime zest in the short, rounding to hop flowers in the long.",0,0,0,0,1,6
Pantan Musara Sumatra,94,0,0,0,0,1,0,0.7631578947368421,9.0,9.0,9.0,9.0,8.0,"Richly spice- and fruit-toned. Nectarine, clove, narcissus, cocoa nib, cedar in aroma and cup. Brightly sweet structure with vibrant, juicy acidity; full, syrupy-smooth mouthfeel. The balanced finish leads with notes of cocoa nib and nectarine, supported by clove, cedar and a hint of narcissus.",0,0,0,0,1,6
Ethiopia Kayon Mountain (Washed),94,1,0,0,0,0,0,0.7045454545454546,9.0,9.0,9.0,9.0,8.0,"Elegant, high-toned, complex. Apricot, narcissus, lime, almond brittle, lemon balm in aroma and cup. Sweet-savory structure with juicy, bright acidity; plush, syrupy mouthfeel. The finish centers around notes of apricot and narcissus with undertones of almond brittle.",0,1,0,0,0,6
Ethiopia Guji Bishala,94,1,0,0,0,0,0,0.7631578947368421,9.0,9.0,9.0,9.0,8.0,"Delicately sweet-tart, floral-toned. Narcissus, apricot, cocoa nib, lemon verbena, frankincense in aroma and cup. Sweet-tart structure with delicately juicy acidity; very full, syrupy mouthfeel. Cocoa nib and narcissus focus the long, lingering finish.",0,0,0,0,1,6
Kenya AB Top,93,1,0,0,0,0,0,0.7894736842105263,9.0,9.0,8.0,9.0,8.0,"Pungent, sweetly tart. Dark chocolate, black currant, lemon blossom, molasses, oak in aroma and cup. Vibrantly sweet-tart in structure; full, velvety mouthfeel. Flavor consolidates to notes of black currant in the finish.",0,0,0,0,1,6
Kerinci Palompek Sumatra,94,0,0,0,0,1,0,0.7435897435897436,9.0,9.0,9.0,9.0,8.0,"Deeply aromatic, complex, multi-layered. Star jasmine, petrichor, almond nougat, sandalwood, white peach in aroma and cup. Sweet-savory structure with bold, juicy acidity; luscious, silky mouthfeel. The softly round finish evokes almond nougat and star jasmine with a delicately earthy suggestion.",0,0,0,0,1,6
Guatemala Vista Al Bosque,93,0,0,1,0,0,0,0.7647058823529411,9.0,8.0,9.0,9.0,8.0,"Chocolaty, floral-toned. Dark chocolate, rhododendron-like flowers, hazelnut butter, date, cedar in aroma and cup. Sweet in structure with gentle, round acidity; very full, syrupy mouthfeel. The finish centers around notes of dark chocolate and rhododendron with hints of cedar.",0,0,1,0,0,6
